permno,ticker,permco,cusip,company,price_x,sheet_row,is_duplicate_row,weight_target,price_y,target_value,shares,value,weight_actual,weight
25232,OKE,21332,68268010,ONEOK INC NEW,73.5,371,False,0.0023013478073041,73.5,20202.387057614367,274,20139.0,0.0020139,0.0020139
30681,OMC,1367,68191910,OMNICOM GROUP INC,80.75,372,False,0.0021714844331184,80.75,19062.38112648975,236,19057.0,0.0019057,0.0019057
88182,ON,37176,68218910,ON SEMICONDUCTOR CORP,54.15,373,False,0.001103705633034,54.15,9688.882456382122,178,9638.699999999999,0.0009638699999999999,0.0009638699999999999
10104,ORCL,8045,68389X10,ORACLE CORP,194.91,374,False,0.001062688964496,194.91,9328.817536603981,47,9160.77,0.0009160770000000001,0.0009160770000000001
79103,ORLY,12097,67103H10,O REILLY AUTOMOTIVE INC NEW,91.21,375,False,0.0016284857654376,91.21,14295.666064368379,156,14228.759999999998,0.0014228759999999998,0.0014228759999999998
19286,OTIS,57037,68902V10,OTIS WORLDWIDE CORP,87.35,376,False,0.0034484088278366,87.35,30271.86488358715,346,30223.1,0.00302231,0.00302231
34833,OXY,21322,67459910,OCCIDENTAL PETROLEUM CORP,41.12,377,False,0.0011707945819255,41.12,10277.822949641293,249,10238.88,0.001023888,0.001023888
13511,PANW,54139,69743510,PALO ALTO NETWORKS INC,184.2,378,False,0.0009703980441626,184.2,8518.641478660375,46,8473.199999999999,0.0008473199999999999,0.0008473199999999999
14579,PAYC,54812,70432V10,PAYCOM SOFTWARE INC,159.36,379,False,0.0007732311752172,159.36,6787.811662875579,42,6693.120000000001,0.000669312,0.000669312
61621,PAYX,6333,70432610,PAYCHEX INC,112.18,380,False,0.0025884894711488,112.18,22723.060818854094,202,22660.36,0.002266036,0.002266036
60506,PCAR,3487,69371810,PACCAR INC,109.51,381,False,0.0020342277156371,109.51,17857.472714117626,163,17850.13,0.001785013,0.001785013
13688,PCG,21356,69331C10,P G & E CORP,16.07,382,False,0.0015924558490935,16.07,13979.377360276467,869,13964.83,0.001396483,0.001396483
23712,PEG,21458,74457310,PUBLIC SERVICE ENTERPRISE GP INC,80.3,383,False,0.0028073104461888,80.3,24643.981255153234,306,24571.8,0.0024571799999999998,0.0024571799999999998
13856,PEP,21384,71344810,PEPSICO INC,143.52,384,False,0.0021692359374835,143.52,19042.64270235002,132,18944.640000000003,0.0018944640000000002,0.0018944640000000002
21936,PFE,21394,71708110,PFIZER INC,24.9,385,False,0.0015623058354574,24.9,13714.705395727846,550,13695.0,0.0013695,0.0013695
89195,PFG,42285,74251V10,PRINCIPAL FINANCIAL GROUP INC,88.21,386,False,0.003207565536533,88.21,28157.621492952127,319,28138.989999999998,0.002813899,0.002813899
18163,PG,21446,74271810,PROCTER & GAMBLE CO,143.31,387,False,0.0025935210362505,143.31,22767.23042475526,158,22642.98,0.002264298,0.002264298
64390,PGR,3682,74331510,PROGRESSIVE CORP OH,227.72,388,False,0.0011663964114308,227.72,10239.213599764971,44,10019.68,0.001001968,0.001001968
41355,PH,21367,70109410,PARKER HANNIFIN CORP,878.96,389,False,0.0035750812281577,878.96,31383.85884324932,35,30763.600000000002,0.00307636,0.00307636
54148,PHM,21349,74586710,PULTE GROUP INC,117.26,390,False,0.0015779525979132,117.26,13852.060536192648,118,13836.68,0.001383668,0.001383668
87541,PKG,23511,69515610,PACKAGING CORP AMERICA,206.23,391,False,0.0027187361184731,206.23,23866.43131411379,115,23716.449999999997,0.002371645,0.002371645
85592,PLD,32135,74340W10,PROLOGIS INC,127.66,392,False,0.0032645289851446,127.66,28657.675258547933,224,28595.84,0.002859584,0.002859584
19788,PLTR,57309,69608A10,PALANTIR TECHNOLOGIES INC,177.75,393,False,0.0004624385630694,177.75,4059.5179971684015,22,3910.5,0.00039105,0.00039105
92602,PM,52978,71817210,PHILIP MORRIS INTERNATIONAL INC,160.4,394,False,0.0015536691357337,160.4,13638.888107195966,85,13634.0,0.0013634,0.0013634
60442,PNC,3685,69347510,P N C FINANCIAL SERVICES GRP INC,208.73,395,False,0.0031049986081797,208.73,27257.237474800906,130,27134.899999999998,0.00271349,0.00271349
13586,PNR,54185,G7S00T10,PENTAIR PLC,104.14,396,False,0.0038218253356078,104.14,33549.90256209595,322,33533.08,0.003353308,0.003353308
27991,PNW,21409,72348410,PINNACLE WEST CAPITAL CORP,88.7,397,False,0.0023909937697773,88.7,20989.344346855025,236,20933.2,0.00209332,0.00209332
92050,PODD,52301,45784P10,INSULET CORP,284.24,398,False,0.0013248358782006,284.24,11630.074825837164,40,11369.6,0.00113696,0.00113696
82515,POOL,14046,73278L10,POOL CORP,228.75,399,False,0.0019976001087927,228.75,17535.93718258425,76,17385.0,0.0017385,0.0017385
22509,PPG,21351,69350610,P P G INDUSTRIES INC,102.46,400,False,0.0034156286681409,102.46,29984.10417576145,292,29918.32,0.002991832,0.002991832
22517,PPL,21376,69351T10,P P L CORP,35.02,401,False,0.0027890942109717,35.02,24484.06999210104,699,24478.980000000003,0.0024478980000000004,0.0024478980000000004
89258,PRU,42524,74432010,PRUDENTIAL FINANCIAL INC,112.88,402,False,0.0036751068530711,112.88,32261.934023266313,285,32170.8,0.0032170799999999998,0.0032170799999999998
64653,PSA,4289,74460D10,PUBLIC STORAGE,259.5,403,False,0.0023474003604832,259.5,20606.659502380302,79,20500.5,0.00205005,0.00205005
27083,PSKY,60410,69932A20,PARAMOUNT SKYDANCE CORP,13.4,404,False,,,,0,0.0,,0.0
13356,PSX,54048,71854610,PHILLIPS 66,129.04,405,False,0.001720140345793,129.04,15100.256010340996,117,15097.679999999998,0.0015097679999999999,0.0015097679999999999
75912,PTC,10408,69370C10,P T C INC,174.21,406,False,0.0024650107150048,174.21,21639.102271998847,124,21602.04,0.002160204,0.002160204
85792,PWR,34660,74762E10,QUANTA SERVICES INC,422.06,407,False,0.001949668382261,422.06,17115.16841018931,40,16882.4,0.0016882400000000001,0.0016882400000000001
15488,PYPL,55341,70450Y10,PAYPAL HOLDINGS INC,58.38,408,False,0.001811821412518,58.38,15905.078466970504,272,15879.36,0.001587936,0.001587936
27598,Q,60532,74743L10,QNITY ELECTRONICS INC,81.65,409,False,,,,0,0.0,,0.0
77178,QCOM,11253,74752510,QUALCOMM INC,171.05,410,False,0.0016471213513712,171.05,14459.25859865682,84,14368.2,0.0014368200000000001,0.0014368200000000001
79145,RCL,29819,V7780T10,ROYAL CARIBBEAN CRUISES LTD,278.92,411,False,0.0016967186806748,278.92,14894.648868843338,53,14782.76,0.001478276,0.001478276
79782,REG,30011,75884910,REGENCY CENTERS CORP,69.03,412,False,0.0035610376894794,69.03,31260.577606429255,452,31201.56,0.0031201560000000002,0.0031201560000000002
76614,REGN,10876,75886F10,REGENERON PHARMACEUTICALS INC,771.87,413,False,0.0007702980857191,771.87,6762.063529921849,8,6174.96,0.000617496,0.000617496
35044,RF,1620,7591EP10,REGIONS FINANCIAL CORP NEW,27.1,414,False,0.0021472653643305,27.1,18849.7739750304,695,18834.5,0.00188345,0.00188345
69649,RJF,6137,75473010,RAYMOND JAMES FINANCIAL INC,160.59,415,False,0.0028835260753107,160.59,25313.040331957414,157,25212.63,0.002521263,0.002521263
85072,RL,32009,75121210,RALPH LAUREN CORP,353.61,416,False,0.0020646112466219,353.61,18124.19461125277,51,18034.11,0.001803411,0.001803411
81736,RMD,13753,76115210,RESMED INC,240.87,417,False,0.0009168909292907,240.87,8048.929146805306,33,7948.71,0.000794871,0.000794871
84381,ROK,31847,77390310,ROCKWELL AUTOMATION INC,389.07,418,False,0.0026888737744559,389.07,23604.284657981083,60,23344.2,0.0023344200000000002,0.0023344200000000002
36003,ROL,21530,77571110,ROLLINS INC,60.02,419,False,0.0016612045907615,60.02,14582.888348269145,242,14524.84,0.001452484,0.001452484
77338,ROP,11344,77669610,ROPER TECHNOLOGIES INC,445.13,420,False,0.0042830322509555,445.13,37598.60853688623,84,37390.92,0.003739092,0.003739092
91556,ROST,7684,77829610,ROSS STORES INC,180.14,421,False,0.0033423327984606,180.14,29340.676213979135,162,29182.679999999997,0.0029182679999999995,0.0029182679999999995
86228,RSG,34838,76075910,REPUBLIC SERVICES INC,211.93,422,False,0.0031049319479558,211.93,27256.652297870973,128,27127.04,0.0027127040000000002,0.0027127040000000002
17830,RTX,21832,75513E10,R T X CORP,183.4,423,False,0.0015489139752662,183.4,13597.144920016433,74,13571.6,0.00135716,0.00135716
42200,RVTY,20616,71404610,REVVITY INC,96.75,424,False,0.0018133441722049,96.75,15918.446016409513,164,15867.0,0.0015867,0.0015867
86996,SBAC,16584,78410G10,S B A COMMUNICATIONS CORP NEW,193.43,425,False,0.0013542677981916,193.43,11888.443003658775,61,11799.23,0.001179923,0.001179923
77702,SBUX,11592,85524410,STARBUCKS CORP,84.21,426,False,0.0017188543201482,84.21,15088.966631238975,179,15073.589999999998,0.0015073589999999998,0.0015073589999999998
75186,SCHW,21578,80851310,SCHWAB CHARLES CORP NEW,99.91,427,False,0.0014695140139564,99.91,12900.132175724095,129,12888.39,0.001288839,0.001288839
36468,SHW,21609,82434810,SHERWIN WILLIAMS CO,324.03,428,False,0.0034468040520028,324.03,30257.777355212587,93,30134.789999999997,0.003013479,0.003013479
42585,SJM,21629,83269640,SMUCKER J M CO,97.81,429,False,0.0013768012075507,97.81,12086.252589917482,123,12030.630000000001,0.001203063,0.001203063
14277,SLB,21576,80685710,SLB LTD,38.38,430,False,0.0012118551618185,38.38,10638.273345351023,277,10631.26,0.001063126,0.001063126
91907,SMCI,51998,86800U30,SUPER MICRO COMPUTER INC,29.27,431,False,0.0002331081040799,29.27,2046.3400316727975,69,2019.6299999999999,0.000201963,0.000201963
60206,SNA,4162,83303410,SNAP ON INC,344.6,432,False,0.0023328236161788,344.6,20478.697518736324,59,20331.4,0.00203314,0.00203314
26181,SNDK,14105,80004C20,SANDISK CORP,237.38,433,False,,,,0,0.0,,0.0
77357,SNPS,11361,87160710,SYNOPSYS INC,469.72,434,False,0.0008341591592979,469.72,7322.66811227094,15,7045.8,0.00070458,0.00070458
18411,SO,21640,84258710,SOUTHERN CO,87.2,435,False,0.0018682938004973,87.2,16400.821455668098,188,16393.600000000002,0.0016393600000000003,0.0016393600000000003
24877,SOLV,59814,83444M10,SOLVENTUM CORP,79.24,436,False,,,,0,0.0,,0.0
80100,SPG,30086,82880610,SIMON PROPERTY GROUP INC NEW,185.11,437,False,0.0040293089213648,185.11,35371.2977003106,191,35356.01,0.003535601,0.003535601
17478,SPGI,21179,78409V10,S & P GLOBAL INC,522.59,438,False,0.0043018561782437,522.59,37763.85442619232,72,37626.48,0.0037626480000000004,0.0037626480000000004
86136,SRE,34798,81685110,SEMPRA ENERGY,88.29,439,False,0.0018105953049084,88.29,15894.315078479289,180,15892.2,0.0015892200000000001,0.0015892200000000001
77649,STE,11547,G8473T10,STERIS PLC NEW,253.52,440,False,0.0020795233989072,253.52,18255.100974634075,72,18253.440000000002,0.0018253440000000002,0.0018253440000000002
84262,STLD,15171,85811910,STEEL DYNAMICS INC,169.45,441,False,0.0010819081288925,169.45,9497.53301578088,56,9489.199999999999,0.0009489199999999999,0.0009489199999999999
72726,STT,4260,85747710,STATE STREET CORP,129.01,442,False,0.0035690963496093,129.01,31331.320573047902,242,31220.42,0.003122042,0.003122042
89641,STX,43807,G7997R10,SEAGATE TECHNOLOGY HOLDINGS PLC,275.39,443,False,0.0014996574111671,275.39,13164.74605796702,47,12943.33,0.001294333,0.001294333
69796,STZ,1015,21036P10,CONSTELLATION BRANDS INC,137.96,444,False,0.0018756400347183,137.96,16465.310389795093,119,16417.24,0.0016417240000000002,0.0016417240000000002
25146,SW,59891,G8267P10,SMURFIT WESTROCK PLC,38.67,445,False,,,,0,0.0,,0.0
43350,SWK,21664,85450210,STANLEY BLACK & DECKER INC,74.28,446,False,0.001917837602883,74.28,16835.741839681836,226,16787.28,0.001678728,0.001678728
45911,SWKS,20058,83088M10,SKYWORKS SOLUTIONS INC,63.41,447,False,0.0017235996822301,63.41,15130.623803267817,238,15091.58,0.001509158,0.001509158
14776,SYF,54936,87165B10,SYNCHRONY FINANCIAL,83.43,448,False,0.0026028223320496,83.43,22848.88187147461,273,22776.390000000003,0.002277639,0.002277639
73139,SYK,4298,86366710,STRYKER CORP,351.47,449,False,0.0025633101715988,351.47,22502.024279425226,64,22494.08,0.002249408,0.002249408
52038,SYY,21698,87182910,SYSCO CORP,73.69,450,False,0.002603539075761,73.69,22855.17380780551,310,22843.899999999998,0.00228439,0.00228439
66093,T,21645,00206R10,A T & T INC,24.84,451,False,0.0012945788056636,24.84,11364.463044478982,457,11351.88,0.0011351879999999999,0.0011351879999999999
59248,TAP,33,60871R20,MOLSON COORS BEVERAGE CO,46.68,452,False,0.0015643048888685,46.68,13732.2540907281,294,13723.92,0.001372392,0.001372392
90562,TAP,33,60871R10,MOLSON COORS BEVERAGE CO,48.585,453,False,,,,0,0.0,,0.0
91152,TDG,50481,89364110,TRANSDIGM GROUP INC,1329.85,454,False,0.0024876814501376,1329.85,21838.117372880104,16,21277.6,0.00212776,0.00212776
87445,TDY,36380,87936010,TELEDYNE TECHNOLOGIES,510.73,455,False,0.0033922407574805,510.73,29778.793347849783,58,29622.34,0.0029622340000000002,0.0029622340000000002
75694,TECH,10107,09073M10,BIO TECHNE CORP,58.81,456,False,0.0015366275196087,58.81,13489.28824056484,229,13467.49,0.001346749,0.001346749
92157,TEL,52418,G8705210,T E CONNECTIVITY PLC,227.51,457,False,0.0049578189470017,227.51,43522.225111307285,191,43454.409999999996,0.004345440999999999,0.004345440999999999
51369,TER,21731,88077010,TERADYNE INC,193.56,458,False,0.0012329181582119,193.56,10823.174907984045,55,10645.8,0.0010645799999999999,0.0010645799999999999
71563,TFC,4163,89832Q10,TRUIST FINANCIAL CORP,49.21,459,False,0.0020089028212281,49.21,17635.15806988175,358,17617.18,0.001761718,0.001761718
49154,TGT,20561,87612E10,TARGET CORP,97.75,460,False,0.001735254374826,97.75,15232.934549219644,155,15151.25,0.001515125,0.001515125
40539,TJX,21949,87254010,T J X COMPANIES INC NEW,153.61,461,False,0.0043556873396948,153.61,38236.41140169357,248,38095.280000000006,0.003809528000000001,0.003809528000000001
87356,TKO,17205,87256C10,T K O GROUP HOLDINGS INC,209.0,462,False,0.0008628865070938,209.0,7574.851201445686,36,7524.0,0.0007524,0.0007524
62092,TMO,4557,88355610,THERMO FISHER SCIENTIFIC INC,579.45,463,False,0.0023502032133085,579.45,20631.26435240016,35,20280.75,0.002028075,0.002028075
91937,TMUS,52120,87259010,T MOBILE U S INC,203.04,464,False,0.001580098770434,203.04,13870.900716638214,68,13806.72,0.0013806719999999999,0.0013806719999999999
20391,TPL,57695,88262P10,TEXAS PACIFIC LAND CORP,287.22,465,False,0.0004485099123867,287.22,3937.245304883855,13,3733.8600000000006,0.0003733860000000001,0.0003733860000000001
88661,TPR,40143,87603010,TAPESTRY INC,127.77,466,False,0.0017729729425513,127.77,15564.04708337327,121,15460.17,0.001546017,0.001546017
12476,TRGP,53621,87612G10,TARGA RESOURCES CORP,184.5,467,False,0.0020434683183414,184.5,17938.59136636367,97,17896.5,0.00178965,0.00178965
76230,TRMB,10691,89623910,TRIMBLE INC,78.35,468,False,0.0038136389026339,78.35,33478.03794127026,427,33455.45,0.0033455449999999997,0.0033455449999999997
10138,TROW,8087,74144T10,T ROWE PRICE GROUP INC,102.38,469,False,0.0053736118797123,102.38,47172.26433431386,460,47094.799999999996,0.004709479999999999,0.004709479999999999
59459,TRV,4293,89417E10,TRAVELERS COMPANIES INC,290.06,470,False,0.0014782076673656,290.06,12976.44943231607,44,12762.64,0.001276264,0.001276264
80286,TSCO,12863,89235610,TRACTOR SUPPLY CO NEW,50.01,471,False,0.0019615889398649,50.01,17219.813052729758,344,17203.44,0.001720344,0.001720344
93436,TSLA,53453,88160R10,TESLA INC,449.72,472,False,0.0006129522659624,449.72,5380.802886687649,11,4946.92,0.000494692,0.000494692
77730,TSN,4620,90249410,TYSON FOODS INC,58.62,473,False,0.0017696093153863,58.62,15534.519474513296,265,15534.3,0.00155343,0.00155343
12431,TT,20977,G8994E10,TRANE TECHNOLOGIES PLC,389.2,474,False,0.0031081661986985,389.2,27285.044175508083,70,27244.0,0.0027244,0.0027244
16309,TTD,55701,88339J10,TRADE DESK INC,37.96,475,False,0.0006576978962316,37.96,5773.602505661467,152,5769.92,0.000576992,0.000576992
84761,TTWO,15436,87405410,TAKE TWO INTERACTIVE SOFTWR INC,256.03,476,False,0.0016056392191561,256.03,14095.107604910983,55,14081.649999999998,0.0014081649999999999,0.0014081649999999999
15579,TXN,21737,88250810,TEXAS INSTRUMENTS INC,173.49,477,False,0.0019849846583732,173.49,17425.192421852305,100,17349.0,0.0017349,0.0017349
23579,TXT,21743,88320310,TEXTRON INC,87.17,478,False,0.0035249821028775,87.17,30944.063555919784,354,30858.18,0.003085818,0.003085818
76185,TYL,26080,90225210,TYLER TECHNOLOGIES INC,453.95,479,False,0.0018801319948579,453.95,16504.743072286437,36,16342.199999999999,0.0016342199999999998,0.0016342199999999998
91103,UAL,21793,91004710,UNITED AIRLINES HOLDINGS INC,111.82,480,False,0.0008126922268406,111.82,7134.220595965234,63,7044.66,0.000704466,0.000704466
18576,UBER,56719,90353T10,UBER TECHNOLOGIES INC,81.71,481,False,0.00145695907195,81.71,12789.91858823672,156,12746.759999999998,0.0012746759999999998,0.0012746759999999998
59300,UDR,3334,90265310,U D R INC,36.68,482,False,0.0031799327024185,36.68,27915.04659466505,761,27913.48,0.002791348,0.002791348
79637,UHS,4655,91390310,UNIVERSAL HEALTH SERVICES INC,218.02,483,False,0.001630061433336,218.02,14309.498068664603,65,14171.300000000001,0.0014171300000000002,0.0014171300000000002
92322,ULTA,52788,90384S30,ULTA BEAUTY INC,605.01,484,False,0.0012834662836513,605.01,11266.911744251254,18,10890.18,0.001089018,0.001089018
92655,UNH,7267,91324P10,UNITEDHEALTH GROUP INC,330.11,485,False,0.0006541512966717,330.11,5742.468673208997,17,5611.87,0.000561187,0.000561187
48725,UNP,21810,90781810,UNION PACIFIC CORP,231.32,486,False,0.003319859653497,231.32,29143.39565885593,125,28915.0,0.0028915,0.0028915
87447,UPS,36383,91131210,UNITED PARCEL SERVICE INC,99.19,487,False,0.0023802542437031,99.19,20895.06739233397,210,20829.899999999998,0.00208299,0.00208299
85663,URI,32191,91136310,UNITED RENTALS INC,809.32,488,False,0.0023591037436271,809.32,20709.39767842054,25,20233.0,0.0020233,0.0020233
66157,USB,1645,90297330,U S BANCORP DEL,53.36,489,False,0.0022716336812131,53.36,19941.541532890165,373,19903.28,0.001990328,0.001990328
92611,V,52983,92826C83,VISA INC,350.71,490,False,0.0039529968436414,350.71,34701.39194923473,98,34369.579999999994,0.0034369579999999995,0.0034369579999999995
17307,VICI,56259,92565210,VICI PROPERTIES INC,28.12,491,False,0.0031659573082659,28.12,27792.363564721698,988,27782.56,0.002778256,0.002778256
85269,VLO,32066,91913Y10,VALERO ENERGY CORP NEW,162.79,492,False,0.00107517452085,162.79,9438.42202198103,57,9279.029999999999,0.0009279029999999999,0.0009279029999999999
24174,VLTO,59644,92338C10,VERALTO CORP,99.78,493,False,,,,0,0.0,,0.0
15202,VMC,21876,92916010,VULCAN MATERIALS CO,285.22,494,False,0.0033921503463781,285.22,29777.999673777922,104,29662.880000000005,0.0029662880000000005,0.0029662880000000005
93089,VRSK,53256,92345Y10,VERISK ANALYTICS INC,223.69,495,False,0.0020843001519329,223.69,18297.033712135784,81,18118.89,0.001811889,0.001811889
85753,VRSN,15940,92343E10,VERISIGN INC,242.95,496,False,0.0019873955001134,242.95,17446.35600165349,71,17249.45,0.001724945,0.001724945
76744,VRTX,11042,92532F10,VERTEX PHARMACEUTICALS INC,453.36,497,False,0.0010541187908757,453.36,9253.58424762491,20,9067.2,0.0009067200000000001,0.0009067200000000001
16736,VST,55954,92840M10,VISTRA CORP,161.33,498,False,0.0004754498297298,161.33,4173.737431688019,25,4033.2500000000005,0.00040332500000000006,0.00040332500000000006
75819,VTR,10302,92276F10,VENTAS INC,77.38,499,False,0.0020842325900104,77.38,18296.44061964261,236,18261.68,0.001826168,0.001826168
20057,VTRS,57529,92556V10,VIATRIS INC,12.45,500,False,0.0018035929508136,12.45,15832.84489683676,1271,15823.949999999999,0.001582395,0.001582395
65875,VZ,20288,92343V10,VERIZON COMMUNICATIONS INC,40.73,501,False,0.0014777380108026,40.73,12972.32655108979,318,12952.14,0.001295214,0.001295214
81677,WAB,30913,92974010,WABTEC CORP,213.45,502,False,0.0042422127769277,213.45,37240.27468957269,174,37140.299999999996,0.0037140299999999997,0.0037140299999999997
82651,WAT,31208,94184810,WATERS CORP,379.83,503,False,0.0012046435106484,379.83,10574.965848848125,27,10255.41,0.001025541,0.001025541
22976,WBD,59247,93442310,WARNER BROS DISCOVERY INC,28.82,504,False,0.000785314789761,28.82,6893.887701140668,239,6887.9800000000005,0.000688798,0.000688798
13628,WDAY,54213,98138H10,WORKDAY INC,214.78,505,False,0.0018552165614211,214.78,16286.022882143554,75,16108.5,0.00161085,0.00161085
66384,WDC,4879,95810210,WESTERN DIGITAL CORP,172.27,506,False,0.0013906802394482,172.27,12208.089703581205,70,12058.900000000001,0.00120589,0.00120589
23536,WEC,21931,92939U10,W E C ENERGY GROUP INC,105.46,507,False,0.0022437410538373,105.46,19696.68603885694,186,19615.559999999998,0.0019615559999999997,0.0019615559999999997
65947,WELL,2105,95040Q10,WELLTOWER INC,185.61,508,False,0.0024783625445973,185.61,21756.31133900684,117,21716.370000000003,0.002171637,0.002171637
38703,WFC,21305,94974610,WELLS FARGO & CO NEW,93.2,509,False,0.0021279718507804,93.2,18680.40582163639,200,18640.0,0.001864,0.001864
11955,WM,9804,94106L10,WASTE MANAGEMENT INC DEL,219.71,510,False,0.0025571036739199,219.71,22447.540525173325,102,22410.420000000002,0.0022410420000000004,0.0022410420000000004
38156,WMB,21923,96945710,WILLIAMS COS,60.11,511,False,0.0016484569241148,60.11,14470.982927080437,240,14426.4,0.00144264,0.00144264
55976,WMT,21880,93114210,WALMART INC,111.41,512,False,0.0024021825481346,111.41,21087.565063583985,189,21056.489999999998,0.002105649,0.002105649
17743,WRB,544,08442310,BERKLEY W R CORP,70.12,513,False,0.001501817210675,70.12,13183.70586295041,188,13182.560000000001,0.001318256,0.001318256
83011,WSM,6149,96990410,WILLIAMS SONOMA INC,178.59,514,False,0.0013074899136527,178.59,11477.803235870568,64,11429.76,0.001142976,0.001142976
62498,WST,4998,95530610,WEST PHARMACEUTICAL SERVICES INC,275.14,515,False,0.0008469561472766,275.14,7435.006500886865,27,7428.78,0.000742878,0.000742878
89017,WTW,41694,G9662910,WILLIS TOWERS WATSON PUB LTD CO,328.6,516,False,0.0022612494589269,328.6,19850.383613495153,60,19716.0,0.0019716,0.0019716
39917,WY,21914,96216610,WEYERHAEUSER CO,23.69,517,False,0.0032701380784617,23.69,28706.914697225857,1211,28688.59,0.002868859,0.002868859
89533,WYNN,43620,98313410,WYNN RESORTS LTD,120.33,518,False,0.0018563947969889,120.33,16296.366025804931,135,16244.55,0.001624455,0.001624455
23931,XEL,21300,98389B10,X C E L ENERGY INC,73.86,519,False,0.001820200636845,73.86,15978.635507135996,216,15953.76,0.0015953760000000001,0.0015953760000000001
11850,XOM,20678,30231G10,EXXON MOBIL CORP,120.34,520,False,0.0016304393871875,120.34,14312.815937425545,118,14200.12,0.001420012,0.001420012
13035,XYL,53896,98419M10,XYLEM INC,136.18,521,False,0.0044224690287128,136.18,38822.654613441446,285,38811.3,0.0038811300000000004,0.0038811300000000004
15826,XYZ,55474,85223410,BLOCK INC,65.09,522,False,0.0010919883225702,65.09,9586.022019331878,147,9568.230000000001,0.0009568230000000001,0.0009568230000000001
85348,YUM,32093,98849810,YUM BRANDS INC,151.28,523,False,0.0026875042251223,151.28,23592.262065983443,155,23448.4,0.00234484,0.00234484
89070,ZBH,41870,98956P10,ZIMMER BIOMET HOLDINGS INC,89.92,524,False,0.0018870832964348,89.92,16565.76508928232,184,16545.28,0.001654528,0.001654528
76795,ZBRA,11092,98920710,ZEBRA TECHNOLOGIES CORP,242.82,525,False,0.0018020287301013,242.82,15819.113381690233,65,15783.3,0.00157833,0.00157833
13788,ZTS,54327,98978V10,ZOETIS INC,125.82,526,False,0.0018763421447387,125.82,16471.47386423565,130,16356.599999999999,0.00163566,0.00163566
